Region, District No, District, School No,Type,County, School, Email, Title, Status, Phone1, Fax, Grade Levels,ADDRESS,geometry,lng,lat
SOUTHWEST CORE REGIONAL OFFICE,9792,SHELBY COUNTY PRIVATE SCHOOLS,9791,Private,Shelby,St. Jude School Program,randy.thompson@stjude.org,Principal: Randy Thompson,A,(901) 595-3346,(901) 595-8718,"K,1,2,3,4,5,6,7,8,9,10,11,12","262 Danny Thomas Place MS 152, Memphis, TN 38105",POINT (-90.04350579999999 35.1535661),-90.04350579999999,35.1535661
SOUTHWEST CORE REGIONAL OFFICE,9792,SHELBY COUNTY PRIVATE SCHOOLS,9195,Private,Shelby,St. Marys Episcopal School,athrockmorton@stmarysschool.org,Principal: Albert Throckmorton,A,(901) 537-1472,,"PK,PS,K,1,2,3,4,5,6,7,8,9,10,11,12","60 Perkins Extended, Memphis, TN 38117",POINT (-89.90818299999999 35.130333),-89.908183,35.130333
MID CUMBERLAND CORE REGIONAL OFFICE,830,SUMNER COUNTY,102,Public,Sumner,Station Camp High School,art.crook@sumnerschools.org,Principal: Art Crook,A,(615) 451-6551,(615) 451-6556,"9,10,11,12","1040 Bison TRL, Gallatin, TN 37066",POINT (-86.5474962 36.3628836),-86.5474962,36.3628836
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8075,Public Charter,Davidson,STEM Prep High School,kmcgraner@stemprepacademy.org,Principal: Kristin  McGraner,A,(615) 921-2200,,"9,10,11,12","1162 foster AVE, Nashville, TN 37210",POINT (-86.7401797 36.1359854),-86.7401797,36.1359854
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,330,HAMILTON COUNTY,280,Public,Hamilton,STEM School Chattanooga,donen_t@hcde.org,Principal: Dr. Tony Donen,A,,,"9,10,11,12","4501 Amnicola HWY, Chattanooga, TN 37406",POINT (-85.24315469999999 35.100833),-85.24315469999999,35.100833
FIRST TENNESSEE CORE REGIONAL OFFICE,9900,WASHINGTON COUNTY PRIVATE SCHOOLS,9055,Private,Washington,Steppen Stone Academy,allisonfabish@candcservices.org,Principal: Allison Fabish,A,(423) 257-6054,(423) 257-6975,"6,7,8,9,10,11,12","110 Steppen Stone BLVD, Limestone, TN 37681",POINT (-82.6183336 36.2369985),-82.6183336,36.2369985
MID CUMBERLAND CORE REGIONAL OFFICE,810,STEWART COUNTY,25,Public,Stewart,Stewart Co High School,benduncan@stewartcountyschools.org,Principal: Ben Duncan,A,(931) 232-5179,,"9,10,11,12","120 Robertson Hill RD, Dover, TN 37058",POINT (-87.8146926 36.5318111),-87.8146926,36.5318111
MID CUMBERLAND CORE REGIONAL OFFICE,810,STEWART COUNTY,40,Public,Stewart,Stewart County Adult High School,benduncan@stewartcountyschools.org,Principal: Ben Duncan,A,(931) 232-5179,,"9,10,11,12","120 Robertson Hill RD, Dover, TN 37058",POINT (-87.8146926 36.5318111),-87.8146926,36.5318111
MID CUMBERLAND CORE REGIONAL OFFICE,750,RUTHERFORD COUNTY,225,Public,Rutherford,Stewarts Creek High School,harrellc@rcschools.net,Principal: Dr. Clark Harrell,A,(615) 904-6771,(615) 904-6772,"9,10,11,12","301 Red Hawk PKWY, Smyrna, TN 37167",POINT (-86.5606801 35.9283614),-86.5606801,35.9283614
FIRST TENNESSEE CORE REGIONAL OFFICE,9300,GREENE COUNTY PRIVATE SCHOOLS,9030,Private,Greene,Stokes Academy,dustin.collins@fwbfm.com			,Principal: Dustin Collins,A,(423) 639-9449,(423) 639-0242,"N,6,7,8,9,10,11,12","90 Stanley LN, Greeneville, TN 37743",POINT (-82.7627986 36.0604755),-82.7627986,36.0604755
UPPER CUMBERLAND CORE REGIONAL OFFICE,180,CUMBERLAND COUNTY,79,Public,Cumberland,Stone Memorial High School,ksmith3@ccschools.k12tn.net,Principal: Kelly Smith,A,(931) 484-5767,(931) 484-4801,"9,10,11,12","2800 Cook RD, Crossville, TN 38571",POINT (-85.00669669999999 35.9845962),-85.00669669999999,35.9845962
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,620,Public,Davidson,Stratford STEM Magnet School,michael.steele@mnps.org,Principal: Mr. Michael Steele,A,(615) 262-6730,(615) 262-6730,"5,6,7,8,9,10,11,12","1800 Stratford AVE, Nashville, TN 37216",POINT (-86.71860889999999 36.1975031),-86.71860889999999,36.1975031
FIRST TENNESSEE CORE REGIONAL OFFICE,820,SULLIVAN COUNTY,60,Public,Sullivan,Sullivan Central High School,mark.foster@sullivank12.net,Principal: Mark Foster,A,(423) 354-1200,(423) 354-1206,"N,9,10,11,12","131 Shipley Ferry RD, Blountville, TN 37617",POINT (-82.386545 36.5302265),-82.386545,36.5302265
FIRST TENNESSEE CORE REGIONAL OFFICE,820,SULLIVAN COUNTY,80,Public,Sullivan,Sullivan East High School,andy.hare@sullivank12.net,Principal: Andy Hare,A,(423) 354-1900,(423) 354-1906,"9,10,11,12","4180 Weaver PIKE, Bluff City, TN 37618",POINT (-82.2089146 36.505472),-82.2089146,36.505472
FIRST TENNESSEE CORE REGIONAL OFFICE,820,SULLIVAN COUNTY,182,Public,Sullivan,Sullivan North High School,josh.davis@sullivank12.net,Principal: Josh Davis,A,(423) 354-1400,(423) 354-1406,"9,10,11,12","2533 J B Dennis Bypass, Kingsport, TN 37660",POINT (-82.5003165 36.5589367),-82.5003165,36.5589367
FIRST TENNESSEE CORE REGIONAL OFFICE,820,SULLIVAN COUNTY,183,Public,Sullivan,Sullivan South High School,philip.tate@sullivank12.net,Principal: Philip Tate,A,(423) 354-1300,(423) 354-1306,"9,10,11,12","1236 Moreland DR, Kingsport, TN 37664",POINT (-82.53056839999999 36.4908287),-82.53056839999999,36.4908287
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,95,Public,Lawrence,Summertown High School,lain.hinson@lcss.us,Principal: Lain Hinson,A,(931) 964-3539,,"7,8,9,10,11,12","411 College ST, Summertown, TN 38483",POINT (-87.30817039999999 35.4317068),-87.3081704,35.4317068
MID CUMBERLAND CORE REGIONAL OFFICE,940,WILLIAMSON COUNTY,79,Public,Williamson,Summit High School,SarahL2@wcs.edu,Principal: Sarah Lamb,A,,,"N,9,10,11,12","2830 Twin Lakes DR, Spring Hill, TN 37174",POINT (-86.8740954 35.7704798),-86.8740954,35.7704798
EAST TENNESSEE CORE REGIONAL OFFICE,650,MORGAN COUNTY,70,Public,Morgan,Sunbright School,smithj@mcsed.net,Principal: Julia Smith,A,(423) 628-2244,(423) 628-2120,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","205 Burrville RD, Sunbright, TN 37872",POINT (-84.67700549999999 36.259738),-84.67700549999999,36.259738
EAST TENNESSEE CORE REGIONAL OFFICE,620,MONROE COUNTY,40,Public,Monroe,Sweetwater High School,weavere@monroe.k12.tn.us,Principal: Eric Weaver,A,(423) 337-7881,(423) 337-0685,"9,10,11,12","414 South High ST, Sweetwater, TN 37874",POINT (-84.4720621 35.5974576),-84.4720621,35.5974576
MID CUMBERLAND CORE REGIONAL OFFICE,110,CHEATHAM COUNTY,33,Public,Cheatham,Sycamore High School,dawn.wenning@ccstn.org,Principal: Dawn Wenning,A,(615) 746-5013,,"9,10,11,12","1021 Old Clarksville PIKE, Pleasant View, TN 37146",POINT (-87.0479053 36.3667817),-87.0479053,36.3667817
UPPER CUMBERLAND CORE REGIONAL OFFICE,9710,PUTNAM COUNTY PRIVATE SCHOOLS,9030,Private,Putnam,Sylvan Learning Center 1026,,Principal: Scott Baas,A,(931) 528-2543,,"9,10,11,12","728 S. Jefferson Ste. 9, Cookeville, TN 38501",POINT (-85.4997072 36.1452905),-85.4997072,36.1452905
FIRST TENNESSEE CORE REGIONAL OFFICE,9820,SULLIVAN COUNTY PRIVATE SCHOOLS,9034,Private,Sullivan,T.O.P. Academy,niclisanna@icloud.com,Principal: Nicholas Manning,A,,,"K,1,2,3,4,5,6,7,8,9,10,11","2055 Granby RD, Kingsport, TN 37665",POINT (-82.5803095 36.57363369999999),-82.5803095,36.57363369999999
EAST TENNESSEE CORE REGIONAL OFFICE,620,MONROE COUNTY,50,Private,Monroe,Tellico Plains High School,harrisr@MONROE.K12.TN.US,Principal: Russell Harris,A,(423) 253-2550,(423) 253-2541,"9,10,11,12","9180 Hwy 68, Tellico Plains, TN 37385",POINT (-84.30223429999999 35.368653),-84.3022343,35.368653
EAST TENNESSEE CORE REGIONAL OFFICE,9470,KNOX COUNTY PRIVATE SCHOOLS,9085,Private,Knox,Temple Baptist Academy,jeff.jones@templebaptistacademy.com,Principal: Dr. Jeff Jones,A,(865) 938-8180,(865) 938-8147,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","1700 W. Beaver Creek DR, Powell, TN 37849",POINT (-84.0206479 36.0253287),-84.0206479,36.0253287
SOUTH CENTRAL CORE REGIONAL OFFICE,9161,MANCHESTER PRIVATE SCHOOLS,9060,Private,Coffee,Temple Baptist Christian School,secretary@templeministries.com,Principal: Jeff Stewart,A,(931) 728-4911,(931) 728-0116,"K,1,2,3,4,5,6,7,8,9,10,11,12","66 Fairlane DR, Manchester, TN 37355",POINT (-86.09926299999999 35.493497),-86.099263,35.493497
MID CUMBERLAND CORE REGIONAL OFFICE,9190,DAVIDSON COUNTY PRIVATE SCHOOLS,9811,Private,Davidson,Templeton Academy,kalee.barbis@blythtempleton.org,Principal: Kalee Barbis,A,,,"5,6,7,8,9,10,11","631 2nd Ave. S., Nashville, TN 37210",POINT (-86.77058450000001 36.1541231),-86.77058450000001,36.1541231
MID CUMBERLAND CORE REGIONAL OFFICE,963,TENNESSEE SCHOOL FOR BLIND,5,State Special School,Davidson,Tenn School For Blind,tonja.dandy@tsbtigers.org,Principal: Tonja Dandy,A,(615) 231-7300,(615) 871-9312,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","115 Stewarts Ferry PIKE, Nashville, TN 37214",POINT (-86.6529419 36.1679189),-86.6529419,36.1679189
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,9061,CLEVELAND PRIVATE SCHOOLS,9020,Private,Bradley,Tennessee Christian Preparatory School,kathi.douglas@abouttca.com,Principal: Kathi Douglas,A,(423) 559-8939,,"K,1,2,3,4,5,6,7,8,9,10,11,12","4100 Stephens Road NE, Cleveland, TN 37312",POINT (-84.83471729999999 35.1877862),-84.8347173,35.1877862
MID CUMBERLAND CORE REGIONAL OFFICE,740,ROBERTSON COUNTY,110,Public Virtual School,Robertson,Tennessee Connections Academy 9-12,derek.sanborn@rcstn.net,Principal: Derek Sanborn,A,(615) 270-2431,(615) 694-5240,"9,10,11,12","117 Edenway DR, White House, TN 37188",POINT (-86.6746833 36.4705092),-86.6746833,36.4705092
FIRST TENNESSEE CORE REGIONAL OFFICE,460,JOHNSON COUNTY,43,Public,Johnson,Tennessee Connections Academy Johnson County 9-12,info@tnca.connectionsacademy.org,Principal: Derek Sanborn,A,,,"9,10,11,12","117 Edenway DR, White House, TN 37188",POINT (-86.6746833 36.4705092),-86.6746833,36.4705092
FIRST TENNESSEE CORE REGIONAL OFFICE,821,BRISTOL,45,Public,Sullivan,Tennessee High School,kirkk@btcs.org,Principal: Kim Kirk,A,(423) 652-9494,(423) 652-9327,"N,9,10,11,12","1112 Edgemont Avenue, Bristol, TN 37620",POINT (-82.1834099 36.5815228),-82.1834099,36.5815228
FIRST TENNESSEE CORE REGIONAL OFFICE,821,BRISTOL,50,Public,Sullivan,Tennessee Online Public School,humphreyj@btcs.org,Principal: Jeremy Humphrey,A,,(413) 652-9238,"9,10,11,12","615 MLK Jr. BLVD, Bristol, TN 37620",POINT (-82.1817726 36.5887366),-82.1817726,36.5887366
EAST TENNESSEE CORE REGIONAL OFFICE,964,TENNESSEE SCHOOL FOR THE DEAF,10,State Special School,Knox,Tennessee School for the Deaf Upper School,j.mcmahon@tsdeaf.org,Principal: Jessica McMahon,A,(865) 579-2500,,"7,8,9,10,11,12","2725 Island Home BLVD, Knoxville, TN 37920",POINT (-83.87988369999999 35.9592652),-83.8798837,35.9592652
FIRST TENNESSEE CORE REGIONAL OFFICE,900,WASHINGTON COUNTY,115,Public,Washington,Tennessee Virtual Learning Academy,grayj3@wcde.org,Principal: James Alexander Gray,A,(423) 434-4900,(423) 434-4900,"9,10,11,12","2002 Indian Ridge RD, Johnson City, TN 37604",POINT (-82.3974308 36.3215416),-82.3974308,36.3215416
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,614,Public,Davidson,The Academy at Old Cockrill,debbie.booker@mnps.org,Principal: Debbie Booker,A,,,"9,10,11,12","610 49th AVE, Nashville, TN 37209",POINT (-86.8455398 36.1550206),-86.8455398,36.1550206
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,612,Public,Davidson,The Academy at Opry Mills,carmon.brown@mnps.org,Principal: Carmon Brown,A,,,"9,10,11,12","433 Opry Mills DR, Nashville, TN 37214",POINT (-86.6922661 36.2029647),-86.6922661,36.2029647
MID CUMBERLAND CORE REGIONAL OFFICE,9190,DAVIDSON COUNTY PRIVATE SCHOOLS,9740,Private,Davidson,The Academy for G.O.D.,admin@academyforgod.org,Principal: Alex Castro,A,(615) 722-7107,(615) 246-2719,"K,1,2,3,4,5,6,7,8,9,10,11,12","401 Center ST, Old Hickory, TN 37138",POINT (-86.63404559999999 36.2260154),-86.6340456,36.2260154
MID CUMBERLAND CORE REGIONAL OFFICE,9940,WILLIAMSON COUNTY PRIVATE SCHOOLS,9113,Private,Williamson,The Classical Academy of Franklin,ericvangorden@tcafranklin.org,Principal: Eric Van Gorden  Eric Hale,A,(615) 790-8556,(615) 790-8617,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","810 Del Rio PIKE, Franklin, TN 37064",POINT (-86.883228 35.931368),-86.883228,35.931368
SOUTHWEST CORE REGIONAL OFFICE,9792,SHELBY COUNTY PRIVATE SCHOOLS,9712,Private,Shelby,The Collegiate School of Memphis,mcohen@collegiatememphis.org,Principal: McKenzie Cohen,A,(901) 591-8200,,"6,7,8,9,10,11,12","3353 Faxon AVE, Memphis, TN 38122",POINT (-89.94876410000001 35.1504743),-89.9487641,35.1504743
MID CUMBERLAND CORE REGIONAL OFFICE,9940,WILLIAMSON COUNTY PRIVATE SCHOOLS,9063,Private,Williamson,The Comenius School/Div. of Franklin Classical School,jdokkestul@franklinclassical.com,Principal: Jeff Dokkestul,A,(615) 528-3778,(615) 528-9432,"K,1,2,3,4,5,6,7,8,9,10,11,12","408 Church St. 2nd Floor, Franklin, TN 37064",POINT (-86.8701245 35.9229479),-86.8701245,35.9229479
SOUTHWEST CORE REGIONAL OFFICE,792,SHELBY COUNTY,8275,Public,Shelby,The Excel Center,cdawson@goodwillmemphis.org,Principal: Candis Dawson,A,(901) 726-3100,(901) 323-0751,"9,10,11,12","1490 Norris RD, Memphis, TN 38106",POINT (-90.01348059999999 35.08346),-90.0134806,35.08346
SOUTH CENTRAL CORE REGIONAL OFFICE,9510,LEWIS COUNTY PRIVATE SCHOOLS,9080,Private,Lawrence,The Farm School,SatelliteOffice@thefarmschool.community,Principal: Lindsay Lovegood,A,(931) 964-2325,(931) 229-1113,"K,1,2,3,4,5,6,7,8,9,10,11,12","151 Schoolhouse RD, Summertown, TN 38483",POINT (-87.3291244 35.4794845),-87.3291244,35.4794845
NORTHWEST TENNESSEE CORE REGIONAL OFFICE,9030,BENTON COUNTY PRIVATE SCHOOLS,9844,Private,Benton,The Forge School,Shirleen.Lombard@forgertc.com,Principal: Shirleen Lombard,A,(423) 310-5202,,"7,8,9,10,11","5842 Hwy 30, Benton, TN 37307",POINT (-84.56178299999999 35.233634),-84.56178299999999,35.233634
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,330,HAMILTON COUNTY,137,Public,Hamilton,The Howard School,Ware_LeAndrea@hcde.org,Principal: Le Andrea Ware,A,(423) 209-5868,(423) 209-5869,"9,10,11,12","2500 South Market ST, Chattanooga, TN 37408",POINT (-85.3090979 35.024784),-85.3090979,35.024784
EAST TENNESSEE CORE REGIONAL OFFICE,9780,SEVIER COUNTY PRIVATE SCHOOLS,9050,Private,Sevier,The King's Academy,wgrubb@thekingsacadeny.net,Principal: Walter Grubb,A,(865) 573-8321,(865) 573-8323,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","202 Smothers RD, Seymour, TN 37865",POINT (-83.74448269999999 35.8757347),-83.74448269999999,35.8757347
UPPER CUMBERLAND CORE REGIONAL OFFICE,180,CUMBERLAND COUNTY,85,Public,Cumberland,The Phoenix School,barness5@ccschools.k12tn.net,Principal: Stephanie Barnes,A,(931) 456-1228,(931) 456-9862,"9,10,11,12","203 Taylor ST, Crossville, TN 38555",POINT (-85.033861 35.9467305),-85.033861,35.9467305
SOUTHWEST CORE REGIONAL OFFICE,9796,GERMANTOWN PRIVATE SCHOOLS,9155,Private,Shelby,The Phoenix School For Creative Learning,phoenix-school@comcast.net,Principal: Peggy Morris,A,(901) 757-4360,(901) 754-2972,"2,3,4,5,6,7,8,9,10,11,12","2404 Arthur RD, Germantown, TN 38138",POINT (-89.8097593 35.0832477),-89.8097593,35.0832477
SOUTHWEST CORE REGIONAL OFFICE,9840,TIPTON COUNTY PRIVATE SCHOOLS,9026,Private,Tipton,Tipton Christian Academy,lblaylack@tiptonchristianacademy.com,Principal: Lisa Blaylack,A,(901) 475-4990,(901) 475-4930,"K,1,2,3,4,5,6,7,8,9,10,11,12","2107 Hwy. 59 South, covington, TN 38019",POINT (-89.63932439999999 35.5339838),-89.63932439999999,35.5339838
SOUTHWEST CORE REGIONAL OFFICE,840,TIPTON COUNTY,60,Public,Tipton,Tipton County Alternative Learning Center,cbounds@tipton-county.com,Principal: Cetrice Bounds,A,(901) 475-3502,(901) 476-4612,"K,1,2,3,4,5,6,7,8,9,10,11,12","800 Bert Johnston AVE, Covington, TN 38019",POINT (-89.660685 35.55732649999999),-89.660685,35.55732649999999
SOUTHWEST CORE REGIONAL OFFICE,9798,MILLINGTON PRIVATE SCHOOLS,9210,Private,Stewart,Tipton-Rosemark Academy Inc.,,"Principal: Geddes Self, Jr.",A,(901) 829-4221,,"K,1,2,3,4,5,6,7,8,9,10,11,12","8696 Rosemark RD, Millington, TN 38053",POINT (-89.7720446 35.3635932),-89.7720446,35.3635932
FIRST TENNESSEE CORE REGIONAL OFFICE,9300,GREENE COUNTY PRIVATE SCHOOLS,9020,Private,Greene,Towering Oaks Christian School,lblalack@tiptonchristianacademy.com,Principal: Amy Pfaff-Biebel,A,(423) 639-0791,(423) 638-6026,"K,1,2,3,4,5,6,7,8,9,10","1985 Buckingham RD, Greeneville, TN 37745",POINT (-82.793892 36.15375),-82.793892,36.15375
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,725,Public,Davidson,Transitions at Bass,henry.johnson@mnps.org,Principal: Henry Johnson,A,,,"9,10,11,12","5200 Delaware AVE, Nashville, TN 37209",POINT (-86.85081579999999 36.1545996),-86.85081579999999,36.1545996
SOUTHWEST CORE REGIONAL OFFICE,792,SHELBY COUNTY,2727,Public,Shelby,Trezevant Career and Technology Center,thomasem@scsk12.org,Principal: Eleanor Thomas,A,(901) 416-3800,(901) 416-3839,"9,10,11,12","3224 Range Line Rd, Memphis, TN 38127",POINT (-89.9736913 35.21372789999999),-89.9736913,35.21372789999999
SOUTHWEST CORE REGIONAL OFFICE,792,SHELBY COUNTY,2725,Public,Shelby,Trezevant High,kellycl@scsk12.org,Principal: Corey Kelly,A,(901) 416-3760,(901) 416-3761,"9,10,11,12","3350 N Trezevant St, Memphis, TN 38127",POINT (-89.9772624 35.2169054),-89.9772624,35.2169054
EAST TENNESSEE CORE REGIONAL OFFICE,9130,CLAIBORNE COUNTY PRIVATE SCHOOLS,9080,Private,Claiborne,Tri - State Christian Academy,a3kmiracle@yahoo.com ,Principal: Kandice Miracle,A,(423) 869-8008,,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","271 Arthur RD, Arthur, TN 37707",POINT (-83.66611999999999 36.54974),-83.66611999999999,36.54974
FIRST TENNESSEE CORE REGIONAL OFFICE,9820,SULLIVAN COUNTY PRIVATE SCHOOLS,9030,Private,Sullivan,Tri-Cities Christian School,kkain@tccstn.org,Principal: Karin Kain,A,(423) 323-7128,(423) 323-8298,"K,1,2,3,4,5,6,7,8,9,10,11,12","1500 Hwy. 75, Blountville, TN 37617",POINT (-82.38891719999999 36.5105621),-82.3889172,36.5105621
EAST TENNESSEE CORE REGIONAL OFFICE,9470,KNOX COUNTY PRIVATE SCHOOLS,9096,Private,Knox,Trinity Christian Academy,robin@tcahomeed.comrobinlieser@gmail.com,Principal: Robin Lieser,A,(865) 688-9991,,"K,1,2,3,4,5,6,7,8,9,10,11,12","6706 Central Avenue PIKE, Knoxville, TN 37912",POINT (-83.9894599 36.026501),-83.9894599,36.026501
UPPER CUMBERLAND CORE REGIONAL OFFICE,850,TROUSDALE COUNTY,10,Public,Trousdale,Trousdale Co High School,teresadickerson@tcschools.org,Principal: Teresa Dickerson,A,(615) 374-2201,(615) 374-1120,"9,10,11,12","262 Mc Murry Blvd West, Hartsville, TN 37074",POINT (-86.1783547 36.4045708),-86.1783547,36.4045708
SOUTHWEST CORE REGIONAL OFFICE,9350,HARDEMAN COUNTY PRIVATE SCHOOLS,9784,Private,Hardeman,Truth Academy,godstruthacademy@gmail.com,"Principal: John D. Hawk Bolden, II",A,,,"PK,1,2,3,4,5,6,7,8,9,10,11,12","2835 Enon Lane, Bolivar, TN 37217",POINT (-89.0467881 35.1845341),-89.0467881,35.1845341
SOUTH CENTRAL CORE REGIONAL OFFICE,162,TULLAHOMA,35,Public,Coffee,Tullahoma High School,jason.quick@tcsedu.net,Principal: Jason Quick,A,(931) 454-2620,(931) 454-2662,"9,10,11,12","927 North Jackson ST, Tullahoma, TN 37388",POINT (-86.2221605 35.3701528),-86.2221605,35.3701528
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,330,HAMILTON COUNTY,237,Public,Hamilton,Tyner Academy,childs_kristen@hcde.org,Principal: Kristen Childs,A,(423) 855-2635,(423) 855-9417,"9,10,11,12","6836 Tyner RD, Chattanooga, TN 37421",POINT (-85.1543368 35.0613785),-85.1543368,35.0613785
FIRST TENNESSEE CORE REGIONAL OFFICE,100,CARTER COUNTY,90,Public,Carter,Unaka High School,betsyoliver@carterk12.net,Principal: Betsy Oliver,A,(423) 474-4100,(423) 474-4100,"9,10,11,12","119 Robinson LN, Elizabethton, TN 37643",POINT (-82.1449719 36.3842725),-82.1449719,36.3842725
FIRST TENNESSEE CORE REGIONAL OFFICE,860,UNICOI COUNTY,35,Public,Unicoi,Unicoi Co High School,bogartc@unicoischools.com,Principal: Chris Bogart,A,(423) 743-1632,(423) 743-1636,"9,10,11,12","700 South Mohawk DR, Erwin, TN 37650",POINT (-82.41094029999999 36.1344752),-82.4109403,36.1344752
NORTHWEST TENNESSEE CORE REGIONAL OFFICE,661,UNION CITY,15,Public,Obion,Union City High School,crossj@ucboe.net,Principal: Jacob Cross,A,(731) 885-2373,(731) 885-5011,"9,10,11,12","1305 High School DR, Union City, TN 38261",POINT (-89.0434367 36.4183742),-89.0434367,36.4183742
EAST TENNESSEE CORE REGIONAL OFFICE,870,UNION COUNTY,53,Public,Union,Union County Alternative Center,pricev@ucps.org,Principal: Victor Price,A,(865) 992-7747,(865) 992-1767,"6,7,8,9,10,11,12","115 Wilson LN, Maynardville, TN 37807",POINT (-83.82088779999999 36.2380299),-83.8208878,36.2380299
EAST TENNESSEE CORE REGIONAL OFFICE,870,UNION COUNTY,55,Public,Union,Union County High School,murphyc@ucps.org,Principal: Carmen Murphy,A,(865) 992-5232,(865) 992-5724,"9,10,11,12","150 Main ST, Maynardville, TN 37807",POINT (-83.82012090000001 36.23851800000001),-83.8201209,36.23851800000001
MID CUMBERLAND CORE REGIONAL OFFICE,9220,DICKSON COUNTY PRIVATE SCHOOLS,9022,Private,Dickson,United Christian Academy,fbybee@ufwb.org,Principal: Faith Bybee,A,(615) 446-0322,,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","784 Highway 46, South, Dickson, TN 37055",POINT (-87.36471400000001 36.047351),-87.364714,36.047351
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,9061,CLEVELAND PRIVATE SCHOOLS,9095,Private,Bradley,United Christian Academy,rocio.acevedo@ucacleveland.org,Principal: Ms. Rocio Acavedo,A,(423) 478-2500,(423) 479-6381,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","2200 Peerless RD, Cleveland, TN 37311",POINT (-84.8780462 35.1810565),-84.8780462,35.1810565
MID CUMBERLAND CORE REGIONAL OFFICE,9630,MONTGOMERY COUNTY PRIVATE SCHOOLS,9095,Private,Montgomery,Unity Christian Academy,jhale231699@aol.com,Principal: Jacqueline Hale,A,(931) 645-6003,(931) 645-6226,"K,1,2,3,4,5,6,7,8,9,10,11,12","256 Uffelman DR, Clarksville, TN 37043",POINT (-87.30871879999999 36.5175867),-87.3087188,36.5175867
FIRST TENNESSEE CORE REGIONAL OFFICE,900,WASHINGTON COUNTY,105,Public,Washington,University School,knechtel@etsu.edu,Principal: Dr. Troy Knechtel,A,(423) 439-4333,(423) 439-5921,"K,1,2,3,4,5,6,7,8,9,10,11,12","1 Alexendra DR, Johnson City, TN 37614",POINT (-82.36663 36.305992),-82.36663,36.305992
